LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice
990,id_990,Product B,Male,Location 39,Region 6,16600.0
991,id_991,Product B,Female,Location 197,Region 5,16600.0
992,id_992,Product B,Male,Location 651,Region 17,16600.0
993,id_993,Product C,NotSpecified,Location 177,Region 1,15600.0
994,id_994,Product C,NotSpecified,Location 421,Region 6,15600.0
995,id_995,Product B,Male,Location 66,Region 2,16600.0
996,id_996,Product C,NotSpecified,Location 66,Region 2,15600.0
997,id_997,Product A,Male,Location 9,Region 6,22250.0
998,id_998,Product B,Female,Location 88,Region 7,16600.0
999,id_999,Product B,Male,Location 325,Region 1,16600.0
1000,id_1000,Product B,Male,Location 22,Region 6,16600.0
1001,id_1001,Product A,Male,Location 10,Region 2,22250.0
1002,id_1002,Product C,Female,Location 653,Region 6,15600.0
1003,id_1003,Product B,Male,Location 154,Region 2,16600.0
1004,id_1004,Product C,NotSpecified,Location 218,Region 2,15600.0
1005,id_1005,Product D,Male,Location 50,Region 1,20250.0
1006,id_1006,Product B,Male,Location 39,Region 6,16600.0
1007,id_1007,Product B,Male,Location 44,Region 1,16600.0
1008,id_1008,Product B,Male,Location 62,Region 3,16600.0
1009,id_1009,Product D,Male,Location 199,Region 2,20250.0
1010,id_1010,Product D,Male,Location 1,Region 1,20250.0
1011,id_1011,Product D,Female,Location 144,Region 1,20250.0
1012,id_1012,Product D,Female,Location 399,Region 2,20250.0
1013,id_1013,Product A,Female,Location 30,Region 2,22250.0
1014,id_1014,Product C,NotSpecified,Location 146,Region 6,15600.0
1015,id_1015,Product A,Male,Location 42,Region 4,22250.0
1016,id_1016,Product C,NotSpecified,Location 235,Region 5,15600.0
1017,id_1017,Product B,Male,Location 97,Region 5,16600.0
1018,id_1018,Product B,Female,Location 658,Region 7,16600.0
1019,id_1019,Product C,NotSpecified,Location 436,Region 3,15600.0
1020,id_1020,Product E,Female,Location 30,Region 2,54625.0
1021,id_1021,Product C,Female,Location 266,Region 6,
1022,id_1022,Product C,NotSpecified,Location 337,Region 4,15600.0
1023,id_1023,Product C,NotSpecified,Location 488,Region 1,15600.0
1024,id_1024,Product B,Female,Location 26,Region 3,16600.0
1025,id_1025,Product B,Male,Location 38,Region 3,16600.0
1026,id_1026,Product C,Male,Location 203,Region 6,15600.0
1027,id_1027,Product B,Male,Location 6,Region 1,16600.0
1028,id_1028,Product D,Male,Location 265,Region 4,20250.0
1029,id_1029,Product C,NotSpecified,Location 195,Region 5,15600.0
1030,id_1030,Product A,Female,Location 67,Region 1,22250.0
1031,id_1031,Product A,Female,Location 61,Region 2,22250.0
1032,id_1032,Product D,Male,Location 617,Region 5,16600.0
1033,id_1033,Product D,Male,Location 323,Region 7,20250.0
1034,id_1034,Product E,Male,Location 25,Region 3,54625.0
1035,id_1035,Product B,Female,Location 108,Region 6,16600.0
1036,id_1036,Product D,Female,Location 350,Region 6,20250.0
1037,id_1037,Product B,Male,Location 19,Region 2,16600.0
1038,id_1038,Product B,Male,Location 53,Region 6,16600.0
1039,id_1039,Product B,Female,Location 39,Region 6,16600.0
1040,id_1040,Product B,Male,Location 50,Region 1,
1041,id_1041,Product B,Male,Location 23,Region 4,16600.0
1042,id_1042,Product C,NotSpecified,Location 52,Region 6,15600.0
1043,id_1043,Product B,Female,Location 142,Region 6,16600.0
