Name,Description,URL,Image,Provider,Date Published,Category
Australia: Capex <b>data</b> reaffirms the RBA&#39;s upbeat outlook - TDS,"Prashant Newnaha, Senior Asia-Pacific Rates Strategist at TD Securities, notes that the Australia’s Q2 private sector capex at -0.5%/q fell short of market expectations at +1%, but the component that feeds into GDP—plant &amp; equipment rose by +2.2%/q.",https://www.fxstreet.com/news/australia-capex-data-reaffirms-the-rbas-upbeat-outlook-tds-201811290410,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.DFC5236CD9B275B9EBFDC82277F27039&pid=News', 'width': 700, 'height': 466}}","[{'_type': 'Organization', 'name': 'FXStreet', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112702193e2f9f9a76c31f41f0e52008e191a216&pid=News'}}}]",2018-11-29T04:12:00.0000000Z,ScienceAndTechnology
UK politician claims Facebook knew of Russian <b>data</b> harvesting in 2014,"Facebook says he&#39;s ripping the statement out of context. The UK Parliament&#39;s seizure of internal Facebook documents is already leading to trouble for the social network. Digital Culture, Media and Sport committee chairman Damian Collins has alleged that ...",https://www.engadget.com/2018/11/27/politician-says-facebook-knew-of-russia-data-harvesting-2014/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.2586763F3200CB40419E366CB14B2A90&pid=News', 'width': 700, 'height': 367}}","[{'_type': 'Organization', 'name': 'Engadget', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270146015756f28e553328b5d358aa09764558&pid=News'}}}]",2018-11-27T17:03:00.0000000Z,ScienceAndTechnology
"Causes of <b>data</b> breaches, industries most impacted and regulator comments following the first 8 months of the NDB Scheme","In this context, the OAIC has cautioned against the onset of <b>data</b> breach notification fatigue and wants to ensure that notifications of serious breaches are responded to appropriately by businesses and affected individuals alike. The content of this ...",http://www.mondaq.com/australia/x/759492/data+protection/Causes+of+data+breaches+industries+most+impacted+and+regulator+comments+following+the+first+8+months+of+the+NDB+Scheme,,"[{'_type': 'Organization', 'name': 'Mondaq', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127083333211f00169258586e432e6f08339a34&pid=News'}}}]",2018-11-29T03:18:00.0000000Z,
Google Is Accused of &#39;Tricking&#39; Users Into Sharing Location <b>Data</b> Under the EU&#39;s Strict New Privacy Laws,"Regulators from Australia to Arizona have since been looking into it, and now it’s becoming a big issue in Europe, where the General <b>Data</b> Protection Regulation (GDPR), in force as of May this year, allows for fines of up to 4% of global annual revenue.",https://www.msn.com/en-us/money/other/google-is-accused-of-tricking-users-into-sharing-location-data-under-the-eus-strict-new-privacy-laws/ar-BBQ9x8U,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.45022C44AE5930A38AD0DAE8E59D9229&pid=News', 'width': 700, 'height': 467}}","[{'_type': 'Organization', 'name': 'Fortune', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127091515e5985b5402b180ad0ff3cdd458ddfd&pid=News'}}}]",2018-11-27T14:30:00.0000000Z,ScienceAndTechnology
DriveSavers Announces Consumer-Facing Solution for Accessing <b>Data</b> on a Locked iOS Device,"DriveSavers today announced the launch of a new consumer-facing service that&#39;s designed to unlock iOS devices for customers who have forgotten their passcodes, been locked out after too many incorrect entry attempts, or who need to access the <b>data</b> on the ...",https://www.macrumors.com/2018/11/27/drivesavers-ios-passcode-recovery-service/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.421EC59BAF5A987DFD779F4327F3F768&pid=News', 'width': 250, 'height': 317}}","[{'_type': 'Organization', 'name': 'MacRumors', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112711157ddb4826a3dba0c40c8c9b6c2e49fcc3&pid=News'}}}]",2018-11-27T18:57:00.0000000Z,ScienceAndTechnology
Uber just got fined almost $1.2 million for <b>data</b> breach cover-up,"British and Dutch authorities levied the fines on Uber for the way it handled a 2016 cyberattack that allowed hackers to access the full names, email addresses, and phone numbers of 2.7 million U.K. users and 174,000 users in the Netherlands, reports CNBC.",https://www.fastcompany.com/90272809/uber-just-got-fined-almost-1-2-million-for-data-breach-cover-up,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.F95E17CA603E23FE386D461103CA08A4&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': 'Fast Company', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270308d4832eea2725d8f9dda9d0591206b4ab&pid=News'}}}]",2018-11-27T11:34:00.0000000Z,ScienceAndTechnology
MPs to grill Facebook over <b>data</b> breach,"The committee, composed of 24 representatives from nine countries, will meet with Lord Richard Allan, a Liberal Democrat peer who is Facebook’s European head of policy, after founder Mark Zuckerberg snubbed the meeting. Yesterday, Karine Lalieux from the ...",https://www.msn.com/en-gb/money/news/mps-to-grill-facebook-over-data-scandals-as-damian-collins-threatens-to-expose-firms-private-emails/ar-BBQ8Ng1?li=AA54rU,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.5FD84F4BC9B309D005BBF9619AD8136C&pid=News', 'width': 700, 'height': 367}}","[{'_type': 'Organization', 'name': 'The Telegraph', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127111514f1a20a34a9356b91dd8b860925478c&pid=News'}}}]",2018-11-27T06:00:00.0000000Z,Politics
CDC <b>data</b> shows 9.6 increase in overdose deaths from 2016,"The opioid epidemic, already the deadliest drug crisis in U.S. history, continues to grow. And a “third wave” to the epidemic could be taking shape. Figures released today from the Centers for Disease Control and Prevention show that an estimated ...",https://www.thedailytimes.com/news/cdc-data-shows-increase-in-overdose-deaths-from/article_85e90ba8-7a65-5037-91aa-88d0b16c3bf4.html,,"[{'_type': 'Organization', 'name': 'thedailytimes', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270610019b09cdbfe5ce72681835a523f201da&pid=News'}}}]",2018-11-29T05:20:00.0000000Z,Health
"Theft at two-year high in Northside, according to police <b>data</b>","CINCINNATI -- The person who smashed Liz Kitchell&#39;s driver&#39;s-side window scrounged about $10 in change and a handful of crystals from the inside of her car, she said Wednesday evening. They caused hundreds of dollars in damage in the process, forcing her ...",https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/northside/theft-at-two-year-high-in-northside-according-to-police-data,,"[{'_type': 'Organization', 'name': 'WCPO-TV', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270945f25cf20f52d7732daae1d1a69a1d6f54&pid=News'}}}]",2018-11-29T04:23:00.0000000Z,
Dunkin&#39; Says Customer <b>Data</b> May Have Been Compromised,The company said it has sent notification letters to DD Perks account holders who may have experienced unauthorized access to their accounts Dunkin&#39; is notifying certain DD Perks account holders that their accounts may have been compromised. In a statement ...,https://www.necn.com/news/new-england/Dunkin-Says-Customer-Data-Was-Compromised-501487151.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.19E9ABFE61CBE737A223D94E9EDEB55E&pid=News', 'width': 652, 'height': 367}}","[{'_type': 'Organization', 'name': 'NECN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112710226497b6481b2734b18b5196f9ab3ada57&pid=News'}}}]",2018-11-29T05:19:00.0000000Z,
Mastercard says storing India payments <b>data</b> locally in face of new rules,"NEW DELHI (Reuters) - Global card payments giant Mastercard is storing its new Indian transaction <b>data</b> locally, the company said on Tuesday, as it starts to comply with a regulatory directive which U.S. companies unsuccessfully lobbied hard to dilute.",https://in.reuters.com/article/india-data-localisation-mastercard/mastercard-says-storing-india-payments-data-locally-in-face-of-new-rules-idINKCN1N4216,,"[{'_type': 'Organization', 'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11271053c8c6c4211e3fe5589731540a64fcb8df&pid=News'}}}]",2018-10-30T14:52:00.0000000Z,
Does Your Company Have a <b>Data</b>-elitism Problem?,"Digital transformation is a buzz phrase at the forefront of many business plans today. <b>Data</b>, of course, is at the heart of it. But who has access to that critical <b>data</b> for decision-making? If your <b>data</b> is controlled by a coterie of elite specialists, even ...",http://knowledge.wharton.upenn.edu/article/company-data-elitism-problem/,,"[{'_type': 'Organization', 'name': 'Knowledge@Wharton', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271115be438bfede877b0e49b54bf319d6445a&pid=News'}}}]",2018-11-01T16:43:00.0000000Z,
Managing a <b>Data</b> Science Team,"Many managers of <b>data</b> science teams become managers because they were great individual contributors and not necessarily because they have the skills or training to lead a team. (I include myself in that group.) But management is a skill unto itself, and ...",https://hbr.org/2018/10/managing-a-data-science-team,,"[{'_type': 'Organization', 'name': 'Harvard Business Review', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270856bcc1b570b36367ef5662b766dbdc0258&pid=News'}}}]",2018-10-24T10:05:00.0000000Z,
<b>Data</b> And Analysis For All Big mREITs,A close look at the highest and lowest returns for mREITs. Analysis of the net interest margins and top line growth of mREITs. Taking a close look at the various value metrics of mREITs and which ones are priced at a discount. The high financial leverage ...,https://seekingalpha.com/article/4206953-data-analysis-big-mreits,,"[{'_type': 'Organization', 'name': 'Seeking Alpha', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701434f758a4bfcb0ea243656cb4316ef4533&pid=News'}}}]",2018-09-18T17:04:00.0000000Z,
The CDC Is Publishing Unreliable <b>Data</b> On Gun Injuries. People Are Using It Anyway.,"For journalists, researchers and the general public, the Centers for Disease Control and Prevention serves as an authoritative source of information about Americans’ health, including estimates of how many people are killed or injured by guns. The agency ...",https://fivethirtyeight.com/features/the-cdc-is-publishing-unreliable-data-on-gun-injuries-people-are-using-it-anyway/,,"[{'_type': 'Organization', 'name': 'FiveThirtyEight', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270146a5ff3de0d9ef78446caa473acc2adc44&pid=News'}}}]",2018-10-04T10:02:00.0000000Z,
Apple boss takes aim at &#39;weaponisation&#39; of customer <b>data</b>,BRUSSELS (Reuters) - Apple Chief Executive Tim Cook on Wednesday said customer <b>data</b> was being “weaponised with military efficiency” by companies to increase profit and called for a federal privacy law in the United States. But Facebook CEO Mark ...,https://in.reuters.com/article/eu-privacy-apple/apple-boss-takes-aim-at-weaponisation-of-customer-data-idINKCN1MY1DM,,"[{'_type': 'Organization', 'name': 'Reuters', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11271053c8c6c4211e3fe5589731540a64fcb8df&pid=News'}}}]",2018-10-24T11:18:00.0000000Z,
Industry Outlook: Optics and the <b>Data</b> Center,"Industry Outlook is a regular <b>Data</b> Center Journal Q&amp;A series that presents expert views on market trends, technologies and other issues relevant to <b>data</b> centers and IT. Tim Dixon: In the context of the <b>data</b> center, optics is short for the fiber-optic cable ...",http://www.datacenterjournal.com/industry-outlook-optics-data-center/,,"[{'_type': 'Organization', 'name': 'The Data Center Journal'}]",2018-09-03T08:33:00.0000000Z,
"Yes, Facebook’s smart speakers will collect <b>data</b> about you that could be used for ads","When Facebook unveiled its Portal smart speakers last week, it insisted that the devices will protect your privacy even though they’re equipped with a camera and microphones. The focus on privacy isn’t surprising for a company that’s still in hot ...",https://bgr.com/2018/10/17/yes-facebooks-smart-speakers-will-collect-data-about-you-that-could-be-used-for-ads/,,"[{'_type': 'Organization', 'name': 'BGR', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127094297d5cabee01aa61aa05e91441ed2a52a&pid=News'}}}]",2018-10-17T11:46:00.0000000Z,
"Adobe, Microsoft and SAP announce the Open <b>Data</b> Initiative to empower a new generation of customer experiences","Industry leaders team up to help customers connect <b>data</b> across their organizations, find powerful insights and deliver intelligent services with AI Shantanu Narayen, CEO, Adobe (left), Satya Nadella, CEO of Microsoft (center), and Bill McDermott, CEO of ...",https://news.microsoft.com/2018/09/24/adobe-microsoft-and-sap-announce-the-open-data-initiative-to-empower-a-new-generation-of-customer-experiences/,,"[{'_type': 'Organization', 'name': 'Microsoft', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271143d66c29155c0d8df0755b40a37da2eadf&pid=News'}}}]",2018-09-24T13:33:00.0000000Z,
Apple Finally Lets You Download All Your <b>Data</b>,"When the European Union’s GDPR privacy protections went into effect in May, the pressure to give Americans the same tools to view their <b>data</b> was high. On Wednesday, Apple fulfilled its promise to offer a <b>data</b> download service for its users the U.S., and ...",https://gizmodo.com/apple-finally-lets-you-download-all-your-data-1829820178,,"[{'_type': 'Organization', 'name': 'Gizmodo', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270308066856f95ebba2e63854a0b324c0e8a9&pid=News'}}}]",2018-10-18T09:51:00.0000000Z,
More than 85% of China’s app users have had their <b>data</b> leaked: survey,"A survey has found that 85.2 % of app users in China have experienced <b>data</b> leaks, according to a report by the China Consumer Association. For the vast majority of them (86.5%), the leaks resulted in receiving harassing calls and messages from sales ...",https://technode.com/2018/08/30/data-leak-survey/,,"[{'_type': 'Organization', 'name': 'TechNode', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270417f743449994c6925414293f7d44906f3c&pid=News'}}}]",2018-09-02T05:42:00.0000000Z,
<b>Data</b>-Driven Smart Cities: From Big <b>Data</b> to Security,"Yesterday, living in <b>data</b>-driven smart cities was perceived as a science-fiction fantasy. Today, city administrators have introduced a Chief <b>Data</b> Officer role to make the most of sophisticated <b>data</b> services. Big <b>Data</b> and smart cities are two terms more ...",https://dzone.com/articles/data-driven-smart-cities-from-big-data-to-security,,"[{'_type': 'Organization', 'name': 'DZone', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270944f92de3e058e8871419530d10a8fd3e37&pid=News'}}}]",2018-09-22T04:31:00.0000000Z,
Researchers Shine Light on Smart-Bulb <b>Data</b> Theft,"The attack allows snooping of <b>data</b> from environments that are highly secure or air-gapped, using infrared signals from smart bulbs. Lightbulbs were invented to do one thing: illuminate a room or a space. Cybercriminals, however, may find that these glass ...",https://threatpost.com/researchers-shine-light-on-smart-bulb-data-theft/137003/,,"[{'_type': 'Organization', 'name': 'Threatpost', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127034419dc14ed37d3007be7e1331a113e5fd7&pid=News'}}}]",2018-08-29T13:48:00.0000000Z,
Report: someone is already selling user <b>data</b> from defunct Canadian retailer&#39;s auctioned-off servers,"When Vancouver tech retailer NCIX went bankrupt, it stopped paying its bills, including the bills for the storage where its servers were being kept; that led to the servers being auctioned off without being wiped first, containing sensitive <b>data</b> ...",https://boingboing.net/2018/09/21/unencrypted-data.html,,"[{'_type': 'Organization', 'name': 'Boing Boing', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112703233fdb1eac3c8364ad2260f87e0b4432bb&pid=News'}}}]",2018-09-21T19:04:00.0000000Z,
How <b>data</b> lineage tools boost <b>data</b> governance policies,"including directives about <b>data</b> protection and <b>data</b> validation. <b>Data</b> stewards and <b>data</b> governance council members must solicit requirements from business consumers, as well as articulate <b>data</b> quality requirements, specify <b>data</b> quality metrics and develop ...",https://searchdatamanagement.techtarget.com/tip/How-data-lineage-tools-boost-data-governance-policies,,"[{'_type': 'Organization', 'name': 'searchdatamanagement.techtarget.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127012044525d9e223c40578a4c0d4b0984a066&pid=News'}}}]",2018-10-15T20:50:00.0000000Z,
Apple <b>Data</b> Download: How to Get Your Copy &amp; What Info You Will (and Won’t) Receive,"Starting today, Apple will allow all U.S. users to download a copy of their <b>data</b> from the company, a feature Apple originally made available to users in Europe as mandated by GDPR. The new function is part of Apple’s revamped privacy guidelines, which ...",https://observer.com/2018/10/apple-data-download-how-to-get-copy/,,"[{'_type': 'Organization', 'name': 'Observer', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112705362e59c440f7b5b4a04a68f652f5b5333b&pid=News'}}}]",2018-10-17T22:00:00.0000000Z,
The <b>Purchase Data Playbook For Marketers</b>,"While tapping into purchases helps advertisers close the loop around the actual conversion, the use cases for purchase <b>data</b> have evolved far beyond measurement. The use of transactional <b>data</b> is maturing in media activation, as is the ability to commingle ...",https://adexchanger.com/ecommerce-2/purchase-data-playbook-marketers/,,"[{'_type': 'Organization', 'name': 'AdExchanger', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701466708c84b5130ec5b62e6015be4cccfff&pid=News'}}}]",2018-08-31T17:41:00.0000000Z,
Why <b>data</b> management matters,"The world of <b>data</b> is changing, and <b>data</b> is changing the world. New technologies are now available to government that provide <b>data</b> management tools through an automated, converged approach. These technologies simplify IT modernization, allowing agencies to ...",https://fcw.com/articles/2018/10/26/comment-data-management-rubrik.aspx,,"[{'_type': 'Organization', 'name': 'FCW', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112705152f976c50b755090d95dcfc4111ddee29&pid=News'}}}]",2018-10-26T21:56:00.0000000Z,
3 <b>data</b> strategies to help crackdown on internal corruption,"In late 2017, the public’s trust in the Massachusetts State Police was rocked when an internal audit revealed discrepancies between overtime earnings paid and actual hours worked for several state troopers. Another hit came in August of that year when ...",https://gcn.com/articles/2018/10/17/data-analysis-fraud-detection.aspx,,"[{'_type': 'Organization', 'name': 'GCN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112703587539625dbf93abd84983598b59c78399&pid=News'}}}]",2018-10-17T20:27:00.0000000Z,
"Apple CEO backs privacy laws, warns <b>data</b> being &#39;weaponized&#39;","BRUSSELS — The head of Apple on Wednesday endorsed tough privacy laws for both Europe and the U.S. and renewed the technology giant&#39;s commitment to protecting personal <b>data</b>, which he warned was being &quot;weaponized&quot; against users. Speaking at an ...",http://www.bostonherald.com/business/technology/2018/10/apple_ceo_backs_privacy_laws_warns_data_being_weaponized,,"[{'_type': 'Organization', 'name': 'Boston Herald', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271125bcc1dffa7e6d3024ff815496c67b7386&pid=News'}}}]",2018-10-24T12:20:00.0000000Z,
Angular <b>Data</b> Binding for .NET Developers,"Join the DZone community and get the full member experience. At my job, I get the opportunity to talk to many .NET developers who want to learn Angular. Often, I&#39;ve seen that they bring their .NET skills and work to help them learn Angular. While the ...",https://dzone.com/articles/angular-data-binding-for-net-developers,,"[{'_type': 'Organization', 'name': 'DZone', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270944f92de3e058e8871419530d10a8fd3e37&pid=News'}}}]",2018-09-05T17:20:00.0000000Z,
How to request your personal <b>data</b> from Apple,"After first making the feature available in the European Union to comply with GDPR, Apple users in the US, Canada, and more can now download a copy of their personal information stored by the company. Follow along for how to request your personal <b>data</b> from ...",https://9to5mac.com/2018/10/17/request-your-personal-data-from-apple/,,"[{'_type': 'Organization', 'name': '9to5Mac', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR112701168def0a95ccbdb9b4116de5148d89d7f7&pid=News'}}}]",2018-10-17T20:43:00.0000000Z,
Big <b>data</b> processing techniques to streamline analytics,"<b>Data</b> is often referred to as the new oil -- the fuel that drives our industries and creates new billionaires. But <b>data</b> has several advantages over oil because it&#39;s cheap, easy to transport, infinitely durable and reusable. <b>Data</b> also has far more ...",https://searchcio.techtarget.com/opinion/Big-data-processing-techniques-to-streamline-analytics,,"[{'_type': 'Organization', 'name': 'searchcio.techtarget.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701216399f38079849c6822fa4c009d5ab730&pid=News'}}}]",2018-10-05T17:55:00.0000000Z,
Reimagining the <b>Data</b> Center Memory and Storage Hierarchy,"We’ve all heard about escalating mountains of <b>data</b> – and yes, there is a tremendous amount of <b>data</b> generated daily that must be stored, secured and organized. More interesting than the amount of <b>data</b> is the value it represents. Value that comes from ...",https://newsroom.intel.com/editorials/re-architecting-data-center-memory-storage-hierarchy/,,"[{'_type': 'Organization', 'name': 'newsroom.intel.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271040d8ff093f4b237595f1e48c1afd7a15ac&pid=News'}}}]",2018-05-30T17:58:00.0000000Z,
<b>data</b> warehouse,"A <b>data</b> warehouse is a federated repository for all the <b>data</b> collected by an enterprise&#39;s various operational systems, be they physical or logical. <b>Data</b> warehousing emphasizes the capture of <b>data</b> from diverse sources for access and analysis rather than for ...",https://searchdatamanagement.techtarget.com/definition/data-warehouse,,"[{'_type': 'Organization', 'name': 'searchdatamanagement.techtarget.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127012044525d9e223c40578a4c0d4b0984a066&pid=News'}}}]",2018-08-06T13:32:00.0000000Z,
"With big <b>data</b> collected in ways that people do not know, we need to rethink privacy","The views expressed by contributors are their own and not the view of The Hill The recent congressional hearings on online privacy raised important questions about how individuals can have trust and confidence in the technology they use. Unfortunately, in ...",https://thehill.com/opinion/technology/382953-with-big-data-collected-in-ways-that-people-do-not-know-we-need-to-rethink,,"[{'_type': 'Organization', 'name': 'The Hill', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127012004eec05b28991ffa7950d3c7e8a5dafe&pid=News'}}}]",2018-04-13T20:01:00.0000000Z,
"Using My Health Record <b>data</b> for research could save lives, but we must ensure it’s ethical","There has been considerable debate about the merits and risks of the My Health Record (MHR) scheme – ranging from the deep inefficiencies in the current system, to privacy issues and control of <b>data</b>. There has been less discussion of some down-the-track ...",http://theconversation.com/using-my-health-record-data-for-research-could-save-lives-but-we-must-ensure-its-ethical-100757,,"[{'_type': 'Organization', 'name': 'The Conversation', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270435537069401b33f7794c8c21a9ee009b24&pid=News'}}}]",2018-08-08T04:48:00.0000000Z,
Facebook Admits It May Collect <b>Data</b> About Your Calls and Text Messages. Here’s How to Turn It Off,"Just as Facebook has been trying to overcome a user <b>data</b> scandal involving the U.K. political consulting firm Cambridge Analytica, the world’s largest social media company is again under fire for practices related to overreaching <b>data</b> collection.",http://time.com/5215274/facebook-messenger-android-call-text-message-data/,,"[{'_type': 'Organization', 'name': 'Time', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR112701168582e800b3232888cf05dfe96768da92&pid=News'}}}]",2018-03-27T17:02:00.0000000Z,
Innovating for the ‘<b>Data</b>-Centric’ Era,"Intel Eyes $200 Billion Market Opportunity, Announces $1 Billion in Artificial Intelligence revenue from Intel Xeon Processors, and Presents a New Product Roadmap Today at Intel’s <b>Data</b>-Centric Innovation Summit, I shared our strategy for the future of ...",https://newsroom.intel.com/editorials/data-centric-innovation-summit/,,"[{'_type': 'Organization', 'name': 'newsroom.intel.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271040d8ff093f4b237595f1e48c1afd7a15ac&pid=News'}}}]",2018-08-08T23:33:00.0000000Z,
How Big <b>Data</b> Can Make a Big Difference in HR,"mic Listen to the podcast: Jenny Dearborn, co-author of The <b>Data</b> Driven Leader, discusses her new book. Jenny Dearborn: Yes. It really is designed for executives across all the different functional areas, but especially for HR. It’s HR professionals who ...",http://knowledge.wharton.upenn.edu/article/how-big-data-can-make-big-improvements-in-hr/,,"[{'_type': 'Organization', 'name': 'Knowledge@Wharton', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271115be438bfede877b0e49b54bf319d6445a&pid=News'}}}]",2018-08-05T01:21:00.0000000Z,
Facebook says Cambridge Analytica may have had <b>data</b> on 87 million people,"Facebook said Wednesday that Cambridge Analytica, a <b>data</b> firm with ties to President Donald Trump&#39;s campaign, may have had information on about 87 million Facebook users without the users&#39; knowledge. Previous reporting had put the number of people whose ...",https://money.cnn.com/2018/04/04/technology/facebook-cambridge-analytica-data-87-million/index.html,,"[{'_type': 'Organization', 'name': 'CNN Money'}]",2018-04-04T19:24:00.0000000Z,
Time for Another MASSIVE <b>Data</b> Breach – Nearly All Adult Americans’ Personal <b>Data</b> Exposed by a <b>Data</b> Mining Firm,"Still recovering from Equifax <b>data</b> breach? Not sure how some company that you had never heard about before was keeping a check on your finances? Well, you have more worries to add to that list of questions because there is another company storing <b>data</b> on ...",https://wccftech.com/340-million-americans-data-breach/,,"[{'_type': 'Organization', 'name': 'WCCFtech', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11271145ccf54329bda7d90ecf5234f0066a2424&pid=News'}}}]",2018-06-28T04:33:00.0000000Z,
General <b>Data</b> Protection Regulations: What Your Nonprofit Needs to Know,"As of Friday, May 25 th, the EU’s General <b>Data</b> Protection Regulations are in effect—and, if you’ve opened your email inbox within the last month, you know that many companies are updating their privacy policies to be compliant. GDPR is a new set of ...",https://nonprofitquarterly.org/2018/05/29/general-data-protection-regulations-nonprofit-needs-know/,,"[{'_type': 'Organization', 'name': 'Nonprofit Quarterly', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270649f9423dfd768832b8281e4539852d412d&pid=News'}}}]",2018-05-29T14:53:00.0000000Z,
Advertisers say Facebook is dumping <b>data</b> without a net,"Advertisers are worried that Facebook is about to become a <b>data</b> desert as it deliberately dries up a once easy source of rich <b>data</b> on its users. On Aug. 15, Facebook will shut down a program called &quot;partner categories,&quot; which gave its advertisers a way to ...",https://adage.com/article/digital/advertisers-facebook-dumping-data-a-net/314451/,,"[{'_type': 'Organization', 'name': 'Ad Age', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270116d91a8f4826c4a776415382430e036cfd&pid=News'}}}]",2018-08-01T14:27:00.0000000Z,
"<b>Data</b> Center Tips of the Trade: Increasing Allowable Height, Stories and Area","When a building’s construction permit is issued, its construction type is officially recorded, effectively locking in the parameters and requirements for most of the building’s proposed architectural components set by the building code. Two important ...",http://www.datacenterjournal.com/data-center-tips-trade-increasing-allowable-height-stories-area/,,"[{'_type': 'Organization', 'name': 'The Data Center Journal'}]",2018-07-02T18:09:00.0000000Z,
How safe is your DNA <b>data</b>?,"As concerns mount over DNA privacy, a group of DNA collection and genealogy websites has released a set of best practice guidelines for handling sensitive genetic and family <b>data</b>. Will it give consumers much more protection though? Probably not. 23andMe ...",https://nakedsecurity.sophos.com/2018/08/03/how-safe-is-your-dna-data/,,"[{'_type': 'Organization', 'name': 'Naked Security', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270711715d950186fd8805233b29e254547650&pid=News'}}}]",2018-08-03T10:58:00.0000000Z,
<b>Where does Big Data go from</b> here?,The term Big <b>Data</b> has been bandied about since the 1990s. It was meant to reflect the explosion of <b>data</b> – structured and unstructured — with which organizations are being deluged. They face issues that include the volume of <b>data</b> and the need to capture ...,https://sdtimes.com/data/big-data-go/,,"[{'_type': 'Organization', 'name': 'SD Times'}]",2018-06-28T04:10:00.0000000Z,
